date,chil_r,chic_r,chil_mint,chil_maxt,chic_mint,chic_maxt,chil_h,chic_h
23/07/2012,0,0,15.2,34.8,15.9,34,26,82
24/07/2012,0,0,15.5,31.9,15.8,31.5,49,82
25/07/2012,0,0,16.4,28.6,16.2,27.7,59,85
26/07/2012,0,0,16.6,27.4,15.7,26.3,62,85
27/07/2012,0,0,13.9,28.7,13.5,27.8,45,81
28/07/2012,0,0,13.4,29.1,13,27.8,35,76
29/07/2012,0,0,11.8,27.8,11.1,27,47,78
30/07/2012,0,0,13.6,27.9,13.3,26.7,61,75
31/07/2012,0,0,14.3,32.2,14.6,31,50,79
01/08/2012,0,0,15.7,34.2,15.7,33.1,34,81
02/08/2012,0,0,17.3,34.2,17.3,33.2,30,78
03/08/2012,0,0,15.6,30.2,15.6,29.2,51,81
04/08/2012,0,0,14.1,30.2,13.6,29.8,46,85
05/08/2012,0,0,14.5,33.5,14.3,33.3,33,83
06/08/2012,0,0,15.1,35.7,15.7,34.6,32,78
07/08/2012,0,0,19.2,38.5,18.6,36.8,25,82
08/08/2012,0,0,19.4,36.9,19.3,34.9,37,86
09/08/2012,0,0,20.7,38.3,19.7,36.7,41,86
10/08/2012,0,0,19.7,34,18.5,33.2,51,74
11/08/2012,0,0,19,36.9,17.9,35.5,41,76
12/08/2012,0,0,21.3,37.4,19.8,36.3,32,87
13/08/2012,0,0,20.1,35.3,19.3,34,40,80
14/08/2012,0,0,19.1,33.2,18.5,32.3,54,69
15/08/2012,0,0,17.3,36.3,16.2,34.7,39,79
16/08/2012,0,0,18.4,36.1,17.4,35,28,83
17/08/2012,0,0,17.6,33.7,16.7,32.5,35,82
18/08/2012,0,0.5,16.4,30.7,15.1,29.9,48,80
19/08/2012,0,0,17.5,35.5,17.1,33.8,40,81
20/08/2012,0,0,20.1,37.6,19.2,36.2,35,80
21/08/2012,0,0,20.7,37.1,18.9,36.2,31,75
22/08/2012,0,0,18.5,36.6,17.5,36,29,75
23/08/2012,0,0,18.1,36.6,17.2,35.5,28,86
24/08/2012,0,0,17.3,35.9,16.6,35.3,35,81
25/08/2012,0,0,17.5,36.9,16.4,35.1,33,76
26/08/2012,0,0,19.4,38.5,18.6,36.8,25,77
27/08/2012,0,0,20.5,37.3,19.7,36.4,31,85
28/08/2012,0,0,18.7,34,17.3,33.7,42,83
29/08/2012,0,0,17.6,34.4,16.6,34.2,42,82
30/08/2012,0,0,20.2,38.4,18.9,37.1,35,79
31/08/2012,0,0,21.5,38.9,21.4,36.8,29,76
01/09/2012,0,0,21.8,40.7,20.6,38.7,24,76
02/09/2012,0,0,21.7,37.1,20.9,36.7,28,83
03/09/2012,0,0,18.5,36.9,17.2,35.8,37,81
04/09/2012,0,0,18.1,35.8,16.7,35,35,86
05/09/2012,0,0,17,33.3,16.6,32.3,45,85
06/09/2012,0,0,16.4,36.3,15.5,35.6,40,83
07/09/2012,0,0,18.4,38.7,16.8,36.9,32,81
08/09/2012,0,0,21.4,39.7,20,37.5,29,86
09/09/2012,0,0,21.7,40.5,20.1,38.2,27,82
10/09/2012,0,0,22.5,41.1,20.8,39.9,22,84
11/09/2012,0,0,22.7,39.8,21.9,38.5,31,85
12/09/2012,0,0,21,35.5,19.7,34.6,45,86
13/09/2012,0,0,19.5,39.1,18.6,38.2,37,85
14/09/2012,0,0,22.1,39.5,21.7,38.6,33,76
15/09/2012,0,0,19.9,33.7,18.9,33.2,46,86
16/09/2012,0,0,16.2,32.4,15.3,31.5,52,74
17/09/2012,0,0,18.3,33.3,17.6,33.1,50,68
18/09/2012,0,0,18.8,39.1,18.7,37.2,37,78
19/09/2012,0,0,23.7,41.6,23,39.9,28,75
20/09/2012,0,0,23.5,35.2,23,36.4,41,69
21/09/2012,0,0,20.7,38.9,19.7,38.5,33,71
22/09/2012,0,0,22,42.7,20.8,40.9,25,75
23/09/2012,0,0,23.2,42.4,22.6,41.4,24,72
24/09/2012,0,0,25.3,43.2,25,42.4,21,78
25/09/2012,0,0,22.6,34.1,21.3,31.6,49,79
26/09/2012,0,0,20.3,36.1,19.3,34.9,47,85
27/09/2012,0,0,20.2,40.6,19.1,38.5,36,79
28/09/2012,0,0,23.5,42.4,22.1,39.5,26,71
29/09/2012,0,0,24.3,43.1,22.5,41.7,22,71
30/09/2012,0,0,24.2,38.9,22.2,39.2,37,84
01/10/2012,0,0,21.2,34.6,20,34.7,52,75
02/10/2012,0,0,20.3,35.3,19.4,35,49,73
03/10/2012,0,0,19.4,38.9,18.5,38.5,35,74
04/10/2012,0,0,21.7,41.9,21.9,40.1,28,76
05/10/2012,0,0,25.2,42.4,23.8,40.4,23,81
06/10/2012,0,0,22.1,42,21.9,39.4,30,74
07/10/2012,0,0,24.2,42.7,22.9,40,24,76
08/10/2012,0,0,24.1,43,23.2,40.9,23,72
09/10/2012,0,0,21.5,40,20.9,40,34,75
10/10/2012,0,0,21.8,41.5,20.7,40.8,31,76
11/10/2012,0,0,23.7,42.8,22.4,39.9,28,84
12/10/2012,0,0,23.2,35.6,21.9,36.3,50,86
13/10/2012,0,0,21.3,35.7,20.3,35.8,48,83
14/10/2012,0,20.6,21.2,33.4,20.6,32.2,56,79
15/10/2012,0,0,20.4,34.9,19.6,32.5,55,79
16/10/2012,0,0,21.3,40.8,19.7,38.1,37,75
17/10/2012,0,0,22.1,42,20.4,39.1,24,78
18/10/2012,0,0,22.5,43.1,21.5,41.4,22,80
19/10/2012,0,0,24.7,44.8,23.8,43.3,18,81
20/10/2012,0,0,25.1,45.9,24.1,43.9,21,78
21/10/2012,0,0,27.7,42.4,26.7,41.9,28,82
22/10/2012,0,0,23.7,43.7,22.3,41.9,30,77
23/10/2012,0,0,25.5,44.6,23.3,43.3,28,78
24/10/2012,0,0,21.1,31.4,20,29.7,69,81
25/10/2012,0,0,18.7,31.7,18.1,29.3,64,80
26/10/2012,0,0,18.6,36.2,17.8,34.7,46,82
27/10/2012,0,0,19.2,36.9,17.5,35.2,40,78
28/10/2012,0,0,18.8,35.7,17.2,33.9,44,86
29/10/2012,0,0,19.5,36.1,18.7,34.6,45,81
30/10/2012,0,0,19.7,39.3,18.6,36.7,41,88
31/10/2012,10.5,14.8,23.7,42.5,22.4,36.4,42,89
01/11/2012,3.2,0,20.8,31.4,18.6,29.4,59,87
02/11/2012,0,0,17.1,31,16,28.6,53,91
03/11/2012,0,0,16.1,33.2,15.7,31.6,42,84
04/11/2012,0,0,15.7,36.2,14.1,35.1,36,83
05/11/2012,0,0,17.4,39.3,15.8,38.6,26,82
06/11/2012,0,0,20.4,42.1,19.6,41.4,22,83
07/11/2012,0,0,21.4,43.9,20.6,42.8,24,86
08/11/2012,0,1.2,23.9,41.5,22.5,40.9,32,85
09/11/2012,0,0,20.4,38.7,19.6,38.1,40,89
10/11/2012,0,0,21.5,39.9,20.1,39.5,37,78
11/11/2012,0,0,21.9,38.6,20.3,38.1,40,76
12/11/2012,0,0,20.9,40.4,19.4,39.9,36,73
13/11/2012,0,0,22.7,43.9,21.2,42.5,27,82
14/11/2012,0,0,23.6,42.3,22.5,41.5,31,79
15/11/2012,0,0,22.6,41.8,21.8,40.9,36,78
16/11/2012,0,0,23.4,40.2,22.1,37.9,38,81
17/11/2012,0,0,24.9,44.2,24.1,38.9,30,79
18/11/2012,0,12.4,25.1,41,23.3,40.1,42,81
19/11/2012,33.5,18.2,22.9,38.1,21.9,37.2,48,78
20/11/2012,0,0,22.8,41.4,21,41.2,36,76
21/11/2012,0,0,23.5,40.8,21.5,40.6,33,79
22/11/2012,5.4,0,23.1,37.7,21.7,37.2,40,74
23/11/2012,0,0,20.8,38.5,20,38.5,35,69
24/11/2012,0,0,22.7,41,23.1,36.7,34,70
25/11/2012,0,0.5,24.6,44,23.8,42.4,27,72
26/11/2012,0,0.5,22.9,30.1,21.9,29.6,63,81
27/11/2012,0,0.1,20,28.9,19.2,29.9,75,80
28/11/2012,0,0,17.9,30.8,17.2,30,60,88
29/11/2012,0,0,19.2,35.4,17.3,34.3,45,83
30/11/2012,0,0,19,37.9,18,37.5,32,79
01/12/2012,0,0,19.1,37.4,18.2,37.4,41,76
02/12/2012,0,0,20.7,36.8,19.9,36.4,44,84
03/12/2012,0,0,21.7,41.2,20.4,40.8,36,83
04/12/2012,11.6,0,25.1,42.4,22.5,41.1,29,79
05/12/2012,39.1,0,25.6,35.1,24.7,34.2,42,84
06/12/2012,0,20.2,23.5,32,23.3,34.1,62,85
07/12/2012,0,0.1,22.1,27.9,21.9,27,80,82
08/12/2012,0,0.4,22.2,31.7,21.9,35.4,66,73
09/12/2012,0,3.4,23,30.1,22.6,28.5,74,71
10/12/2012,14.9,54.3,22.2,35.9,21.5,32.8,56,75
11/12/2012,22,35.6,21.9,27.8,21,25.6,84,72
12/12/2012,7.1,22.4,20.3,24.6,19.7,25.1,87,70
13/12/2012,0,0,19.7,28.3,19.2,28.1,78,75
14/12/2012,0,0,20.2,30.9,19,30.7,69,80
15/12/2012,0,16.8,19.3,31.6,19.2,31.4,68,78
16/12/2012,0,0,22.5,30.3,21.6,29.9,74,79
17/12/2012,28.9,30.4,22.8,30.1,21.7,29.6,79,79
18/12/2012,6.4,36.8,21.6,28.2,21,29.5,80,81
19/12/2012,64.3,0,20.9,27.6,20.2,27.1,83,82
20/12/2012,0,3.9,20.2,31.6,19.5,31.3,69,68
21/12/2012,0,0,19.6,31.2,18.7,30.8,62,73
22/12/2012,0,0,19.2,31.9,19.5,32.8,66,84
23/12/2012,0,3.6,20.8,33,21.7,29.8,60,85
24/12/2012,0.4,0,21.7,33.5,21,32.2,61,85
25/12/2012,0,0,22.8,31.1,22.2,30.7,73,73
26/12/2012,0.2,3.4,22.5,29.2,21.8,28.4,78,80
27/12/2012,11.9,28.9,22.1,34.6,21.6,33,61,84
28/12/2012,28,0,23,27.7,22.2,26.9,85,82
29/12/2012,0,5.5,22.5,31.9,21.5,31.3,71,83
30/12/2012,15.6,10.5,22.1,29.5,22.5,28.4,75,79
31/12/2012,3.8,13.2,21.6,30.2,21.5,30.1,77,76
01/01/2013,0,0,22.7,35.5,21.5,34.5,61,95
02/01/2013,0,21.3,23.3,33.9,22.8,34.1,68,93
03/01/2013,0,3.3,22.5,32.4,22.2,31.9,70,94
04/01/2013,27.2,22.5,24,32.8,22.9,31.7,73,90
05/01/2013,6.2,39.1,21.7,25.2,21.2,26.2,94,83
06/01/2013,1.9,10.1,20.6,27.4,20.4,27,86,80
07/01/2013,59.4,24.7,21.5,26.2,20.7,24.1,93,84
08/01/2013,3.5,3.9,21.3,27,20.7,26,92,80
09/01/2013,1.3,2.2,21.2,27.5,21,25.3,89,77
10/01/2013,4.6,8.1,21,28.7,21,27.1,82,78
11/01/2013,11.5,8.5,21.7,27.3,21.4,24.8,88,84
12/01/2013,1.9,0.4,21.6,27.9,21.3,25.2,84,85
13/01/2013,0.3,0.2,21,27.5,20.9,25,87,82
14/01/2013,0,0,21.2,26.2,20.7,26.7,86,78
15/01/2013,0,32.2,20.9,29.7,20.4,29.3,81,81
16/01/2013,7.3,0,21.5,28.4,20.7,28.7,89,77
17/01/2013,0,32.5,21.4,28.5,20.5,28.7,83,77
18/01/2013,18.9,9.7,20.5,29.5,20.3,29.4,84,76
19/01/2013,0,0,20.7,30.9,20.4,29.8,84,74
20/01/2013,34.3,1.7,21.5,29.9,21.7,27.3,84,74
21/01/2013,0.3,0.3,22.4,30,21.9,28.2,80,72
22/01/2013,1.7,1.5,22.3,28.7,22,28.3,86,79
23/01/2013,16.2,7.8,21.7,25.6,21.1,25.5,96,83
24/01/2013,0,0.2,21.1,28.3,20.9,27.9,86,86
25/01/2013,0,0,21.7,27.9,21,27.2,87,84
26/01/2013,0,0,20.1,27.5,19.3,27.3,93,82
27/01/2013,0,0,19.2,28.1,19.1,27,85,79
28/01/2013,17.4,31.6,20.7,24.8,20.3,25.2,94,85
29/01/2013,0,39.5,20.3,25.7,20.2,25.6,89,86
30/01/2013,0,0.7,19.8,25.7,19.9,25,93,90
31/01/2013,0,0,19.6,27,18.9,25.9,90,92
01/02/2013,0,0,20.1,27.5,19.5,26.7,80,86
02/02/2013,0,0,19.5,28.3,19.3,27.8,79,80
03/02/2013,0,0,19.8,29.2,20.1,28.6,81,74
04/02/2013,0,0,22.2,28.2,21.8,26.9,85,69
05/02/2013,23.8,70.2,21.9,28.8,21.6,28.6,85,66
06/02/2013,0,1,20.6,25.8,20.6,24.6,89,70
07/02/2013,41.5,46.2,20.2,27.6,20.3,26.7,87,70
08/02/2013,5.7,7.2,20.9,26.7,20.9,24.7,88,67
09/02/2013,48.5,0,20.4,25.7,20.6,24,91,64
10/02/2013,51,0,20.2,27.3,20.2,25.5,89,67
11/02/2013,20.5,0,21,25.6,20.7,24.9,91,78
12/02/2013,23.8,70.8,20.7,28.1,21.1,26.3,86,73
13/02/2013,1.7,7.7,21.3,24.9,20.8,24.4,93,71
14/02/2013,20.4,28.9,20.2,24.6,20.5,23.8,94,71
15/02/2013,23.3,10.4,21,24.9,20.6,25.5,93,68
16/02/2013,13.9,15.2,20.6,25.5,20.6,25.1,92,61
17/02/2013,8.1,35.6,20.5,26.8,20.3,26.3,89,63
18/02/2013,0,0,20,26.8,19.5,26.1,88,65
19/02/2013,0,0,20.1,27.9,18.2,27,83,60
20/02/2013,0,0,20.3,29.8,20.2,28.5,81,59
21/02/2013,0,3.3,20.6,28.6,20.6,28,85,64
22/02/2013,0,0,19.2,26.5,19.5,26.6,88,66
23/02/2013,0,0,18.6,27.5,18.5,26.8,83,59
24/02/2013,0,0,18.4,27.3,17.9,27.5,83,57
25/02/2013,0,0,18.4,26.3,17.5,26.5,87,65
26/02/2013,0,0,18,26.5,17.2,26.8,85,67
27/02/2013,0,31.2,19.4,27.8,19.4,27.4,85,66
28/02/2013,0.7,16.7,20.2,27.5,19.9,25.8,84,62
01/03/2013,1.6,70.7,20.2,29.3,19.8,28.7,81,61
02/03/2013,4.2,16.4,20.7,27.2,21.1,26.1,89,57
03/03/2013,7.1,0.7,20.9,27.1,20.2,25.6,88,60
04/03/2013,50,0,19.2,27,19.3,27.5,86,61
05/03/2013,0,0,19.2,26.9,18.7,27.1,87,62
06/03/2013,0,23.8,18.7,28.2,18.5,28.5,85,62
07/03/2013,0,2.7,19.1,30.4,19.5,29.4,82,63
08/03/2013,0,0.5,20.6,30,20.8,28.6,83,70
09/03/2013,0,0,20.9,29.2,20.8,28.3,84,71
10/03/2013,2.2,0.2,20.1,28,19.6,27.8,86,71
11/03/2013,0,5.1,20.1,26.2,19.4,26.5,89,69
12/03/2013,0,0,18.1,24.9,18.4,25.8,88,65
13/03/2013,0,0,16.7,25.8,16.9,26.2,87,64
14/03/2013,0,0.2,18.1,25,17.6,25.8,86,63
15/03/2013,1.7,0,18.9,25.2,18.4,25.9,90,70
16/03/2013,0,0,19.4,28.1,19.1,27.9,87,65
17/03/2013,5.6,40.1,20,29.2,19.8,28,83,66
18/03/2013,25.5,8.2,21.3,29.4,20.8,28.3,83,66
19/03/2013,0.5,5.3,20.5,29.9,20.3,29,80,83
20/03/2013,20.4,10.9,19.6,27.5,19.3,27.5,83,82
21/03/2013,0,0,19,26.3,18,26.6,87,81
22/03/2013,0,0,17.3,24.6,16.6,25,86,73
23/03/2013,0,0.4,17.4,26.3,17.5,26.9,83,73
24/03/2013,0,13.5,19.4,26.6,19.3,27,85,73
25/03/2013,0,0,20.2,26.2,19.8,26.5,86,74
26/03/2013,0,0.3,19.8,26.4,18.9,26.7,87,75
27/03/2013,0,0,19.6,25.9,18.6,26.5,87,84
28/03/2013,0,2,16.7,25.5,16.3,26,84,78
29/03/2013,0,0,17.2,26,17,26.5,85,85
30/03/2013,0,0,16.8,26.3,16.8,26.8,82,83
31/03/2013,0,0,16.8,26.8,16.6,27.4,82,84
01/04/2013,1.5,0,17.1,26.9,17.6,27.2,84,82
02/04/2013,0,0.3,17.9,27.6,18.2,27.7,78,78
03/04/2013,0,0,17.5,29.5,17.4,28.6,73,80
04/04/2013,3.1,13.5,19.2,27.5,19.2,27.9,82,85
05/04/2013,0,2.9,16.6,24.8,17,25.6,86,86
06/04/2013,0,0,14.9,25,15.5,25.6,78,83
07/04/2013,0,0,14.9,26.2,14.9,26.5,72,85
08/04/2013,0,0,16.5,26.4,16.8,27,65,87
09/04/2013,0,0,16.2,27.8,17,27.8,64,81
10/04/2013,0,0,16.8,28.8,17.2,28.4,63,81
11/04/2013,0,0.8,16.6,26.4,18.8,25.5,80,82
12/04/2013,0,1.2,18.8,25.5,18.3,26,85,85
13/04/2013,0,0,16.1,25.2,15,24.8,80,84
14/04/2013,0,0,14.2,24.5,13.1,24.1,77,81
15/04/2013,0,0,13.8,24.7,13.5,24.8,74,80
16/04/2013,0,0,14.6,25.4,14.1,25.8,72,83
17/04/2013,0,0,14.6,27.1,15,27,73,84
18/04/2013,0,0,16.3,29.4,16,28.4,69,84
19/04/2013,0,0,18.4,29.8,17.5,29,72,85
20/04/2013,0,0,18.7,28.8,17.2,28.3,78,81
21/04/2013,0,0,18.7,29.2,18.6,28.5,81,81
22/04/2013,0,0,19.8,29.5,18.9,29,76,84
23/04/2013,0.5,0.8,19.8,27.6,18.9,27.6,83,85
24/04/2013,0,0.5,17.6,25.2,17.6,25.8,84,82
25/04/2013,0,1.6,16.5,24.3,16,24.6,84,81
26/04/2013,0,1.1,15.6,23.8,15.1,24,83,86
27/04/2013,0,0,13.5,24.4,13.3,24.6,76,89
28/04/2013,0,0,14.3,24.5,14.2,25,75,85
29/04/2013,0,0,15.3,25.4,14.7,26.1,73,86
30/04/2013,0,0,15.5,24.8,15.9,25.2,83,83
01/05/2013,0,1.8,16.3,24.5,15.3,24.2,79,85
02/05/2013,0,0.7,14.8,23.4,14.2,24,79,85
03/05/2013,0,0,13.2,24.5,13.5,25,70,85
04/05/2013,0,0,13.4,27,14.5,27,71,85
05/05/2013,0,0.2,17.3,27,16.3,27.2,71,85
06/05/2013,0,0,13.9,23.9,14.2,24,75,85
07/05/2013,0,0.9,11.5,23.6,12.3,24.2,76,82
08/05/2013,0,0,12.5,23.2,12.5,24,72,85
09/05/2013,0,0,12.1,25.7,12.9,25.5,65,85
10/05/2013,0,0,14.8,27.9,14.4,28.1,61,84
11/05/2013,0,0,14.7,26.4,14.4,26.5,72,82
12/05/2013,0,0,14.1,25.6,14.4,25.9,72,77
13/05/2013,0,0,13,24.8,13.5,24.8,76,75
14/05/2013,0,0,13.3,24.4,13.6,25,71,77
15/05/2013,0,0,13.6,25.4,13,26,67,73
16/05/2013,0,0,14.2,27.2,14.1,27.4,70,71
17/05/2013,0,0,16.4,27.8,15.3,28,70,72
18/05/2013,0,0,15.5,26.7,15.6,26.6,71,72
19/05/2013,0,2.6,16.4,24.5,15.5,24.7,79,75
20/05/2013,0,1.3,16.3,24,15.2,24.3,80,80
21/05/2013,0,0,16,24.5,15.5,24.2,76,82
22/05/2013,0,0,14.1,25.3,14.6,25.9,71,80
23/05/2013,0,0,14.6,25.5,13.8,26.1,68,76
24/05/2013,0,0,13.3,25.2,13.6,26,67,72
25/05/2013,0,0,12.9,24.8,12.8,25.6,66,71
26/05/2013,0,0,12.5,24.8,13,25.5,64,74
27/05/2013,0,0,12,25.8,13.2,26.2,53,75
28/05/2013,0,0,13.2,27.3,13.7,27.3,55,75
29/05/2013,0,0,13.3,27.3,14.7,27.9,54,75
30/05/2013,0,0,14.8,27,13.6,28.1,52,78
31/05/2013,0,0,13.4,27.7,13.4,28.8,53,80
01/06/2013,0,0,12.8,27.5,13,27.9,59,77
02/06/2013,0,0,11.4,26.4,11.5,26.5,56,75
03/06/2013,0,0,11.6,26,11.4,26.6,59,75
04/06/2013,0,0,12.7,27,12.6,27.3,64,76
05/06/2013,0,0,13.5,27.4,13.3,27.9,63,77
06/06/2013,0,0,11.9,25.7,12,25.3,66,78
07/06/2013,0,0,11.7,23.3,11.7,24.4,81,84
08/06/2013,0,0,12.8,25.7,12.8,26.4,69,82
09/06/2013,0,0,13.3,27.5,12.8,28,54,84
10/06/2013,0,1.6,13.8,25.5,14.1,26.4,59,82
11/06/2013,0,5.1,15.6,22.7,14.4,23.5,82,84
12/06/2013,0,0,12.7,22.4,13.2,22.1,78,83
13/06/2013,0,0,12.5,25.1,13.6,25.1,70,87
14/06/2013,0,0,13.8,26.4,14,26.5,58,88
15/06/2013,0,0,14.5,26.3,14.3,26.9,54,86
16/06/2013,1.5,7.9,10.8,23.4,11.7,22.9,68,88
17/06/2013,0,6.6,13.4,22,12.1,22.2,72,87
18/06/2013,0,9.6,13.1,21.2,12.1,21.7,77,89
19/06/2013,0,0,10.9,22.6,11.1,22.7,72,84
20/06/2013,0,0,11.5,23.8,11,23.8,67,86
21/06/2013,0,0,10.8,23.7,10.7,23.8,68,85
22/06/2013,0,0,11.3,25.3,11,25.4,66,80
23/06/2013,0,0,12.7,25.3,12.9,24.6,70,78
24/06/2013,0,0,11,24.3,11.4,24.4,70,79
25/06/2013,0,0,11.9,25.5,11.4,25.5,65,82
26/06/2013,0,0,12.6,26.2,12.3,26.2,59,87
27/06/2013,0,0,12.8,27.1,12.9,27.4,54,81
28/06/2013,0,0,13.7,26.2,13.2,27.1,54,83
29/06/2013,0,0,11.5,25.1,10.8,25.5,58,85
30/06/2013,0,0,11.3,25.8,11.7,26.2,65,81
01/07/2013,0,0,12.1,26.1,11.8,26.8,61,79
02/07/2013,0,0,13.8,26.3,12.9,27.3,53,81
03/07/2013,0,0,12.2,26.1,12.4,27.4,52,76
04/07/2013,0,0,12.8,26.5,13.1,27.8,50,74
05/07/2013,0,0,10.9,23.9,12.6,24.9,69,72
06/07/2013,0,0,10.1,24.2,10.8,24.9,67,81
07/07/2013,0,0,12.8,23.7,12.8,24.4,70,79
08/07/2013,0,0,11.8,22.4,11.4,22.8,69,88
09/07/2013,0,0,11.3,21.9,11.5,22.3,74,88
10/07/2013,0,0.7,12.3,22.4,11.9,22.3,72,81
11/07/2013,0,2.1,13.2,21,11.9,21.4,84,76
12/07/2013,0,0,11.9,20.8,10.5,21.3,78,81
13/07/2013,0,0,10.9,21.9,11,23.3,75,86
14/07/2013,0,0,11.1,23.7,11.3,24.5,68,80
15/07/2013,0,0,11.2,23.5,10.5,24.6,62,70
16/07/2013,0,0,9.5,22.9,9.8,23.5,63,65
17/07/2013,0,1.6,11.2,24.6,11,25.4,59,69
18/07/2013,0,0,10.4,22.6,11.6,23.2,76,78
19/07/2013,0,0,13.1,22.3,12.1,22.8,75,82
20/07/2013,0,0,10.4,23.6,10.7,24.3,64,83
21/07/2013,0,0,10.9,24.4,10.8,24.9,55,82
22/07/2013,0,0,9.9,22.2,10.8,22.8,73,82
23/07/2013,0,0,11,23.3,11.1,24.1,64,84
24/07/2013,0,0,10,25.4,10,25.8,55,80
25/07/2013,0,0,11,24.4,10.3,25.2,59,82
26/07/2013,0,0,9.6,23,11.7,23.9,67,83
27/07/2013,0,0,12.1,26.7,12.3,27.1,54,77
28/07/2013,0,0,12.7,29.2,12.5,29,49,87
29/07/2013,0,0,14.8,29.6,14.4,29.7,47,86
30/07/2013,0,0.4,15.3,25.4,15.5,25.8,70,85
31/07/2013,0,0.3,13,22.1,12.7,22.4,69,84
01/08/2013,0,0.6,11.8,21.2,12,22.1,73,84
02/08/2013,0,0,11.8,22.6,11.3,23.7,70,84
03/08/2013,0,0,10.4,22.4,10.5,23.6,67,84
04/08/2013,0,0,11.8,23.1,11.2,23.7,62,81
05/08/2013,0,0,10.7,22.2,11.5,23.6,72,86
06/08/2013,0,1.1,12.3,24,13.7,22.8,70,85
07/08/2013,0,0,13.3,26,12.7,25.5,62,86
08/08/2013,0,0,13.9,27.9,13.1,27.8,55,84
09/08/2013,0,0,14.9,29,13.4,29.4,49,81
10/08/2013,0,0,15.3,30.4,13.8,30.5,46,79
11/08/2013,0,0,13,28.5,13.3,29.2,54,80
12/08/2013,0,0,13.2,29.1,12.8,29.5,48,81
13/08/2013,0,0,14.1,30.9,14,31.9,38,81
14/08/2013,0,0,14.5,31.4,15,32.4,34,83
15/08/2013,0,0,14.4,32.3,15.2,33.2,31,76
16/08/2013,0,0,13.7,31.8,14.5,32.8,33,81
17/08/2013,0,0,14.3,31.6,15.1,32,38,87
18/08/2013,0,0,14.5,31.8,13.6,32,34,84
19/08/2013,0,0,14.7,31.2,15.1,32.6,38,87
20/08/2013,0,0,15.6,26.7,15,27,66,81
21/08/2013,0,0,13.8,27.7,13.6,28,57,85
22/08/2013,0,0,14,30.7,13.8,30.5,46,84
23/08/2013,0,0,16.3,31.3,15.8,31.4,49,84
24/08/2013,0,0,15.6,29,15.3,29.1,56,79
25/08/2013,0,0,13.1,30.3,13.8,29.9,49,80
26/08/2013,0,0,14.8,26.4,13.7,26.7,63,78
27/08/2013,0,0,11.4,26.8,10.8,27.9,51,80
28/08/2013,0,0,12,29.5,13.2,29,51,79
29/08/2013,0,0,17.1,30.3,15.7,30,49,78
30/08/2013,0,0,16.7,32.6,15,31.2,41,79
31/08/2013,0,0,17.4,35.1,15.8,33.6,34,80
01/09/2013,0,0,17.5,34.4,16.1,34.6,42,82
02/09/2013,0,0,17.9,30.9,16.6,31,64,85
03/09/2013,0,0,18.6,30.1,18.1,30,64,86
04/09/2013,0,0,16.2,30,16.3,30.4,56,81
05/09/2013,0,0,12.5,27.6,12.5,28.1,52,82
06/09/2013,0,0,12.6,27.3,12.3,27.7,54,80
07/09/2013,0,0,12.3,27.6,12.2,28,51,81
08/09/2013,0,0,13.1,30.4,13.7,29.9,49,80
09/09/2013,0,0,16,32.7,14.9,31.8,40,73
10/09/2013,0,0,17.5,33.9,17.2,33.3,38,74
11/09/2013,0,0,17.2,33.9,16.6,33.3,37,73
12/09/2013,0,0,18.2,35.5,17.5,34.9,35,69
13/09/2013,0,0,17.3,35.9,18.1,35.1,42,71
14/09/2013,0,0,18.6,36.9,18.2,35.6,33,71
15/09/2013,0,0,19.9,36.6,19,35.5,33,67
16/09/2013,0,0,19.8,36.6,19.2,35.5,35,68
17/09/2013,0,0,18.7,33.7,18,33.3,43,76
18/09/2013,0,0,18.2,33.8,17.3,33.7,40,87
19/09/2013,0,0,17.9,34.4,17.3,33.5,36,81
20/09/2013,0,0,18.9,36,17.7,34.2,31,85
21/09/2013,0,0,20.7,37.2,18.3,35,32,79
22/09/2013,0,0,20.7,34.6,19,33,38,75
23/09/2013,0,0,19.5,31.8,18.2,31.8,47,83
24/09/2013,0,0,17.3,32.9,17.1,32.7,43,86
25/09/2013,0,0,18.4,35.7,16.9,34.8,30,83
26/09/2013,0,0,19.3,37.7,18.5,37.3,28,84
27/09/2013,0,0,18.5,38.1,17.7,37.4,27,79
28/09/2013,0,0,21.4,38.8,19.6,37.1,26,75
29/09/2013,0,0,21.5,37.2,19.7,35.8,29,75
30/09/2013,0,3.7,17.1,28,17.7,28.9,82,73
01/10/2013,0,4.7,15.4,22,15.9,23,83,76
02/10/2013,0,0,14.3,24.7,14.7,25.2,73,85
03/10/2013,0,0,13,26,13.6,27.1,68,83
04/10/2013,0.7,30.6,14.2,28.1,14.6,27.5,69,75
05/10/2013,0,0,18.1,29.9,17.4,29.1,69,75
06/10/2013,39.3,5.5,19.3,30.7,18.7,30,67,76
07/10/2013,3.5,0,18.2,29.5,17.9,29.5,66,77
08/10/2013,0,0,17.7,28.5,17.6,29.2,70,77
09/10/2013,0,0,17.8,28.9,17.7,29.1,69,83
10/10/2013,0,0,16.8,31.2,16.9,31.3,59,79
11/10/2013,0,0,18.1,30.7,18.3,30.3,61,76
12/10/2013,0,0,19.4,33.9,19.3,33.5,53,75
13/10/2013,0,0,21.3,36.7,20.6,36.1,44,76
14/10/2013,0,0,20.9,33.9,21.9,35.5,58,77
15/10/2013,0,0.4,20,30.3,20.3,31.4,73,75
